datetime,ipsrc,ipdst,proto,dstport,action,policyid,interface,interface_out
2026-03-03 08:59:04,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:59:03,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:59:01,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:59:00,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:59,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:58,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:57,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:56,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:55,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:54,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:53,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:52,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:51,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:50,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:49,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:48,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:47,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:46,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:45,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:44,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:43,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:42,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:41,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:40,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:39,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:38,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:37,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:36,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:35,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:34,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:33,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:33,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:58:33,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:58:33,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:58:32,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:32,172.19.0.8,172.19.0.5,TCP,110,PERMIT,9,eth0,(empty)
2026-03-03 08:58:31,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:30,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:29,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:29,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:58:29,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:58:29,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:58:29,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:58:29,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:58:28,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:27,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:26,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:58:26,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:58:26,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:58:26,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:58:26,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:58:21,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:21,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:58:21,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:58:21,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:58:21,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:58:21,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:58:20,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:19,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:18,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:17,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:16,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:15,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:14,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:13,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:12,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:11,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:10,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:09,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:08,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:07,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:06,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:05,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:04,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:03,172.19.0.8,172.19.0.5,TCP,8080,PERMIT,10,eth0,(empty)
2026-03-03 08:58:03,172.19.0.8,172.19.0.5,TCP,8080,DENY,34,eth0,(empty)
2026-03-03 08:58:00,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:58:00,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:58:00,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:58:00,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:58:00,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:58:00,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:57:59,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:58,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:58,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:58,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:58,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:58,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:58,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:57,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:56,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:55,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:54,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:54,172.19.0.8,172.19.0.5,TCP,23,PERMIT,2,eth0,(empty)
2026-03-03 08:57:53,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:53,172.19.0.8,172.19.0.5,TCP,3389,PERMIT,11,eth0,(empty)
2026-03-03 08:57:53,172.19.0.8,172.19.0.5,TCP,3389,DENY,34,eth0,(empty)
2026-03-03 08:57:51,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:50,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:49,172.19.0.8,172.19.0.5,TCP,110,PERMIT,9,eth0,(empty)
2026-03-03 08:57:49,172.19.0.8,172.19.0.5,TCP,110,DENY,34,eth0,(empty)
2026-03-03 08:57:47,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:47,172.19.0.8,172.19.0.5,TCP,443,PERMIT,7,eth0,(empty)
2026-03-03 08:57:47,172.19.0.8,172.19.0.5,TCP,443,DENY,34,eth0,(empty)
2026-03-03 08:57:46,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:46,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:44,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:44,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:44,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:44,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:44,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:44,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:43,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:42,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:42,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:41,172.19.0.8,172.19.0.5,TCP,8080,PERMIT,10,eth0,(empty)
2026-03-03 08:57:41,172.19.0.8,172.19.0.5,TCP,8080,DENY,34,eth0,(empty)
2026-03-03 08:57:38,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:38,172.19.0.8,172.19.0.5,TCP,445,PERMIT,8,eth0,(empty)
2026-03-03 08:57:38,172.19.0.8,172.19.0.5,TCP,445,DENY,34,eth0,(empty)
2026-03-03 08:57:37,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:37,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:37,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:37,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:37,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:33,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:33,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:33,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:33,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:33,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:33,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:32,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:31,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:30,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:29,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:28,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:27,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:26,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:25,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:24,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:23,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:22,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:21,172.19.0.8,172.19.0.5,TCP,3389,PERMIT,11,eth0,(empty)
2026-03-03 08:57:21,172.19.0.8,172.19.0.5,TCP,3389,DENY,34,eth0,(empty)
2026-03-03 08:57:18,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:18,172.19.0.8,172.19.0.5,TCP,3389,PERMIT,11,eth0,(empty)
2026-03-03 08:57:18,172.19.0.8,172.19.0.5,TCP,3389,DENY,34,eth0,(empty)
2026-03-03 08:57:17,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:16,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:15,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:14,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:14,172.19.0.8,172.19.0.5,TCP,3389,PERMIT,11,eth0,(empty)
2026-03-03 08:57:14,172.19.0.8,172.19.0.5,TCP,3389,DENY,34,eth0,(empty)
2026-03-03 08:57:13,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:12,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:11,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:11,172.19.0.8,172.19.0.5,TCP,110,PERMIT,9,eth0,(empty)
2026-03-03 08:57:11,172.19.0.8,172.19.0.5,TCP,110,DENY,34,eth0,(empty)
2026-03-03 08:57:10,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:09,172.19.0.8,172.19.0.5,TCP,8080,PERMIT,10,eth0,(empty)
2026-03-03 08:57:09,172.19.0.8,172.19.0.5,TCP,8080,DENY,34,eth0,(empty)
2026-03-03 08:57:05,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:05,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:05,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:05,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:05,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:05,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:04,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:57:03,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:03,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:03,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:02,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:02,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:02,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:02,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:57:02,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:57:02,172.19.0.8,172.19.0.5,TCP,21,PERMIT,3,eth0,(empty)
2026-03-03 08:56:59,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:59,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:56:59,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:56:59,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:56:59,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:56:58,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:56:58,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:56:57,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:57,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:56:57,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:56:57,172.19.0.8,172.19.0.5,TCP,80,PERMIT,4,eth0,(empty)
2026-03-03 08:56:56,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:55,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:54,172.19.0.8,172.19.0.5,TCP,23,PERMIT,2,eth0,(empty)
2026-03-03 08:56:50,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:50,172.19.0.8,172.19.0.5,TCP,3389,PERMIT,11,eth0,(empty)
2026-03-03 08:56:50,172.19.0.8,172.19.0.5,TCP,3389,DENY,34,eth0,(empty)
2026-03-03 08:56:49,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:48,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:48,172.19.0.8,172.19.0.5,TCP,445,PERMIT,8,eth0,(empty)
2026-03-03 08:56:48,172.19.0.8,172.19.0.5,TCP,445,DENY,34,eth0,(empty)
2026-03-03 08:56:47,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:56:47,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:56:47,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:56:47,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:56:14,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:14,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:56:14,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:56:14,172.19.0.8,172.19.0.5,TCP,22,PERMIT,1,eth0,(empty)
2026-03-03 08:56:13,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:13,172.19.0.8,172.19.0.5,TCP,443,PERMIT,7,eth0,(empty)
2026-03-03 08:56:13,172.19.0.8,172.19.0.5,TCP,443,DENY,34,eth0,(empty)
2026-03-03 08:56:12,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:11,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:10,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:09,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:08,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:07,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 08:56:06,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
